"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","36V4Q8R5ZNRIVZQGQGCHXGFMZ8SQMM","AOIK8K4X34LGR","Approved","Wed Jun 12 14:34:16 PDT 2019","Wed Jun 12 14:52:51 PDT 2019","Thu Jun 13 14:52:51 PDT 2019","Wed Jun 12 14:54:51 PDT 2019","","","1115","100% (1/1)","100% (1/1)","100% (1/1)","5d016fe0ad042_7337cfbc54726"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","374TNBHA8EMIPGFU9J0SRB2T8I2QY8","A20FCMWP43CVIU","Approved","Wed Jun 12 14:24:27 PDT 2019","Wed Jun 12 14:40:18 PDT 2019","Thu Jun 13 14:40:18 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","951","100% (1/1)","100% (1/1)","100% (1/1)","5d016d9206c1f_f331cb73bc303"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","37KGEN7NJ6H3GQMEIJPKEFJ7ZHZPP8","AZOK0NYBJ9ZCS","Approved","Wed Jun 12 13:58:04 PDT 2019","Wed Jun 12 14:14:50 PDT 2019","Thu Jun 13 14:14:50 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","1006","100% (1/1)","100% (1/1)","100% (1/1)","5d0167607eb0b_ec184077662ef"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","39K0FND3AK6Q8JJZ1KFV7G0HVQOAMH","A3W6T1WDYXMR3","Approved","Wed Jun 12 13:57:54 PDT 2019","Wed Jun 12 14:19:57 PDT 2019","Thu Jun 13 14:19:57 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","1323","100% (1/1)","100% (1/1)","100% (1/1)","5d01694daf191_99bf19dbf39a8"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3ATPCQ38JB1Q208DKN361BNO40EYA7","A27OFCQG73Z4UF","Approved","Wed Jun 12 14:21:10 PDT 2019","Wed Jun 12 14:42:31 PDT 2019","Thu Jun 13 14:42:31 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","1281","100% (1/1)","100% (1/1)","100% (1/1)","5d016cd6c8ba1_b4b3167f148f5"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3CN4LGXD50FB0BSWBMTFO81OCQ6Y4K","A2HC9549CZAKNN","Approved","Wed Jun 12 13:58:16 PDT 2019","Wed Jun 12 14:20:06 PDT 2019","Thu Jun 13 14:20:06 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","1310","100% (1/1)","100% (1/1)","100% (1/1)","5d0167769e717_b657080e7fe34"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3DBQWDE4Y9PZKVSIIP3ECK9V82XN5O","A1H5AOHSC6H59","Approved","Wed Jun 12 13:58:03 PDT 2019","Wed Jun 12 14:29:22 PDT 2019","Thu Jun 13 14:29:22 PDT 2019","Wed Jun 12 14:48:21 PDT 2019","","","1879","100% (1/1)","100% (1/1)","100% (1/1)","5d016a16741f5_a24f46057197b"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3DOCMVPBTQ53AKYOMPZ0619HZNFNNW","A14Z1JSAR9JEON","Approved","Wed Jun 12 14:33:43 PDT 2019","Wed Jun 12 14:51:41 PDT 2019","Thu Jun 13 14:51:41 PDT 2019","Wed Jun 12 14:54:51 PDT 2019","","","1078","100% (1/1)","100% (1/1)","100% (1/1)","5d016fcc0b2b7_549b9a7e785ec"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3EWIJTFFVRYWVIT4SKUJ52JVD2XE0H","AUHRS2GFPRADF","Approved","Wed Jun 12 14:19:17 PDT 2019","Wed Jun 12 14:33:49 PDT 2019","Thu Jun 13 14:33:49 PDT 2019","Wed Jun 12 14:48:22 PDT 2019","","","872","100% (1/1)","100% (1/1)","100% (1/1)","5d016c6e2b3a9_2606bbedb66b9"
"3RSBJ6YZEEH6IUNQZEBZP15P9IEFOA","38GNPDAUFX3EPRDSXH8QJD5SEVAYN5","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a goal room.","navigation, dialog, chat","$1.25","Wed Jun 12 13:56:03 PDT 2019","60","BatchId:3673927;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 12 14:41:57 PDT 2019","","","3H7XDTSHKFINNMQGRMDSC0DBRNKWGB","A2ETY1O927Z1IF","Approved","Wed Jun 12 14:06:18 PDT 2019","Wed Jun 12 14:19:37 PDT 2019","Thu Jun 13 14:19:37 PDT 2019","Wed Jun 12 14:48:22 PDT 2019","","","799","100% (1/1)","100% (1/1)","100% (1/1)","5d016a50b2f04_412b644f872a5"
